timestamp, eventType, delayFromPrevious, id, triggeredByEventID, triggersEventID
1.1;Background;1.1;0;-1;-1
2.8;Background;1.7;1;-1;-1
4.1;Background;1.3;2;-1;-1
5.1;Background;1;3;-1;0
5.1;Stimulus;5.1;0;3;-1
6.4;Background;1.3;4;-1;-1
7.8;Background;1.4;5;-1;-1
9;Background;1.2;6;-1;1
9;Stimulus;3.9;1;6;-1
10.2;Background;1.2;7;-1;-1
12;Background;1.8;8;-1;-1
13.9;Background;1.9;9;-1;-1
15;Background;1.1;10;-1;2
15;Stimulus;6;2;10;-1
16.9;Background;1.9;11;-1;-1
18;Background;1.1;12;-1;3
18;Stimulus;3;3;12;0
18;Probe;18;0;3;-1
19.4;Background;1.4;13;-1;-1
21;Background;1.6;14;-1;-1
22.3;Background;1.3;15;-1;-1
24;Background;1.7;16;-1;4
24;Stimulus;6;4;16;-1
25.8;Background;1.8;17;-1;-1
27;Background;1.2;18;-1;5
27;Stimulus;3;5;18;1
27;Probe;9;1;5;-1
28.4;Background;1.4;19;-1;-1
29.7;Background;1.3;20;-1;-1
31.3;Background;1.6;21;-1;-1
32.4;Background;1.1;22;-1;6
32.4;Stimulus;5.4;6;22;-1
33.8;Background;1.4;23;-1;-1
34.9;Background;1.1;24;-1;-1
36.8;Background;1.9;25;-1;-1
37.8;Background;1;26;-1;7
37.8;Stimulus;5.4;7;26;2
37.8;Probe;10.8;2;7;-1
39.8;Background;2;27;-1;-1
40.8;Background;1;28;-1;-1
42.3;Background;1.5;29;-1;-1
43.8;Background;1.5;30;-1;8
43.8;Stimulus;6;8;30;-1
45.8;Background;2;31;-1;-1
46.8;Background;1;32;-1;9
46.8;Stimulus;3;9;32;-1
48.5;Background;1.7;33;-1;-1
50.1;Background;1.6;34;-1;10
50.1;Stimulus;3.3;10;34;-1
52;Background;1.9;35;-1;-1
54;Background;2;36;-1;11
54;Stimulus;3.9;11;36;3
54;Probe;16.2;3;11;-1
55.7;Background;1.7;37;-1;-1
56.8;Background;1.1;38;-1;-1
58.6;Background;1.8;39;-1;-1
59.7;Background;1.1;40;-1;12
59.7;Stimulus;5.7;12;40;-1
61.2;Background;1.5;41;-1;-1
62.8;Background;1.6;42;-1;-1
64.1;Background;1.3;43;-1;-1
65.1;Background;1;44;-1;13
65.1;Stimulus;5.4;13;44;-1
67.1;Background;2;45;-1;-1
68.4;Background;1.3;46;-1;14
68.4;Stimulus;3.3;14;46;4
68.4;Probe;14.4;4;14;-1
69.6;Background;1.2;47;-1;-1
71.4;Background;1.8;48;-1;-1
73.3;Background;1.9;49;-1;-1
74.4;Background;1.1;50;-1;15
74.4;Stimulus;6;15;50;-1
76.4;Background;2;51;-1;-1
78.3;Background;1.9;52;-1;16
78.3;Stimulus;3.9;16;52;5
78.3;Probe;9.9;5;16;-1
80.2;Background;1.9;53;-1;-1
81.3;Background;1.1;54;-1;-1
83.1;Background;1.8;55;-1;17
83.1;Stimulus;4.8;17;55;-1
84.6;Background;1.5;56;-1;-1
86.2;Background;1.6;57;-1;-1
87.3;Background;1.1;58;-1;18
87.3;Stimulus;4.2;18;58;-1
89;Background;1.7;59;-1;-1
90.8;Background;1.8;60;-1;-1
91.8;Background;1;61;-1;19
91.8;Stimulus;4.5;19;61;6
91.8;Probe;13.5;6;19;-1
93;Background;1.2;62;-1;-1
94.4;Background;1.4;63;-1;-1
95.9;Background;1.5;64;-1;-1
96.9;Background;1;65;-1;20
96.9;Stimulus;5.1;20;65;-1
98.7;Background;1.8;66;-1;-1
100.4;Background;1.7;67;-1;21
100.4;Stimulus;3.5;21;67;-1
102.4;Background;2;68;-1;-1
103.6;Background;1.2;69;-1;-1
105.2;Background;1.6;70;-1;22
105.2;Stimulus;4.8;22;70;7
105.2;Probe;13.4;7;22;-1
106.6;Background;1.4;71;-1;-1
108.2;Background;1.6;72;-1;-1
109.4;Background;1.2;73;-1;23
109.4;Stimulus;4.2;23;73;-1
111.3;Background;1.9;74;-1;-1
112.4;Background;1.1;75;-1;24
112.4;Stimulus;3;24;75;-1
114.2;Background;1.8;76;-1;-1
115.4;Background;1.2;77;-1;25
115.4;Stimulus;3;25;77;-1
117.1;Background;1.7;78;-1;-1
118.7;Background;1.6;79;-1;-1
120.5;Background;1.8;80;-1;26
120.5;Stimulus;5.1;26;80;8
120.5;Probe;15.3;8;26;-1
121.9;Background;1.4;81;-1;-1
123.2;Background;1.3;82;-1;-1
124.8;Background;1.6;83;-1;-1
125.9;Background;1.1;84;-1;27
125.9;Stimulus;5.4;27;84;-1
127.9;Background;2;85;-1;-1
129.1;Background;1.2;86;-1;-1
130.5;Background;1.4;87;-1;28
130.5;Stimulus;4.6;28;87;9
130.5;Probe;10;9;28;-1
132.4;Background;1.9;88;-1;-1
134.1;Background;1.7;89;-1;29
134.1;Stimulus;3.6;29;89;-1
135.5;Background;1.4;90;-1;-1
137;Background;1.5;91;-1;-1
138.3;Background;1.3;92;-1;30
138.3;Stimulus;4.2;30;92;-1
140.2;Background;1.9;93;-1;-1
141.2;Background;1;94;-1;-1
143.1;Background;1.9;95;-1;31
143.1;Stimulus;4.8;31;95;-1
145.1;Background;2;96;-1;-1
146.7;Background;1.6;97;-1;32
146.7;Stimulus;3.6;32;97;10
146.7;Probe;16.2;10;32;-1
147.7;Background;1;98;-1;-1
149.2;Background;1.5;99;-1;-1
151.2;Background;2;100;-1;-1
152.4;Background;1.2;101;-1;33
152.4;Stimulus;5.7;33;101;-1
154.2;Background;1.8;102;-1;-1
155.7;Background;1.5;103;-1;34
155.7;Stimulus;3.3;34;103;-1
157.5;Background;1.8;104;-1;-1
158.9;Background;1.4;105;-1;-1
160.2;Background;1.3;106;-1;35
160.2;Stimulus;4.5;35;106;11
160.2;Probe;13.5;11;35;-1
161.3;Background;1.1;107;-1;-1
163;Background;1.7;108;-1;-1
164.3;Background;1.3;109;-1;-1
165.3;Background;1;110;-1;36
