timestamp, eventType, delayFromPrevious, id, triggeredByEventID, triggersEventID
1.5;Background;1.5;0;-1;-1
3.1;Background;1.6;1;-1;-1
4.2;Background;1.1;2;-1;0
4.2;Stimulus;4.2;0;2;-1
6.1;Background;1.9;3;-1;-1
7.1;Background;1;4;-1;-1
9;Background;1.9;5;-1;1
9;Stimulus;4.8;1;5;-1
10.8;Background;1.8;6;-1;-1
12.2;Background;1.4;7;-1;-1
13.5;Background;1.3;8;-1;2
13.5;Stimulus;4.5;2;8;-1
15.5;Background;2;9;-1;-1
16.7;Background;1.2;10;-1;-1
18.1;Background;1.4;11;-1;3
18.1;Stimulus;4.6;3;11;0
18.1;Probe;18.1;0;3;-1
20.1;Background;2;12;-1;-1
21.1;Background;1;13;-1;-1
22.6;Background;1.5;14;-1;-1
24.1;Background;1.5;15;-1;4
24.1;Stimulus;6;4;15;-1
25.4;Background;1.3;16;-1;-1
26.8;Background;1.4;17;-1;-1
28;Background;1.2;18;-1;5
28;Stimulus;3.9;5;18;1
28;Probe;9.9;1;5;-1
30;Background;2;19;-1;-1
31.9;Background;1.9;20;-1;6
31.9;Stimulus;3.9;6;20;-1
33.4;Background;1.5;21;-1;-1
34.7;Background;1.3;22;-1;-1
36.4;Background;1.7;23;-1;-1
37.6;Background;1.2;24;-1;7
37.6;Stimulus;5.7;7;24;-1
39.6;Background;2;25;-1;-1
40.8;Background;1.2;26;-1;-1
42.4;Background;1.6;27;-1;8
42.4;Stimulus;4.8;8;27;2
42.4;Probe;14.4;2;8;-1
44.2;Background;1.8;28;-1;-1
45.9;Background;1.7;29;-1;9
45.9;Stimulus;3.5;9;29;-1
47.3;Background;1.4;30;-1;-1
48.4;Background;1.1;31;-1;-1
50.3;Background;1.9;32;-1;-1
51.3;Background;1;33;-1;10
51.3;Stimulus;5.4;10;33;-1
53.2;Background;1.9;34;-1;-1
55.2;Background;2;35;-1;11
55.2;Stimulus;3.9;11;35;-1
56.9;Background;1.7;36;-1;-1
58.7;Background;1.8;37;-1;-1
59.7;Background;1;38;-1;12
59.7;Stimulus;4.5;12;38;3
59.7;Probe;17.3;3;12;-1
60.9;Background;1.2;39;-1;-1
62.7;Background;1.8;40;-1;-1
64.6;Background;1.9;41;-1;-1
65.7;Background;1.1;42;-1;13
65.7;Stimulus;6;13;42;-1
66.7;Background;1;43;-1;-1
68.2;Background;1.5;44;-1;-1
70.2;Background;2;45;-1;-1
71.4;Background;1.2;46;-1;14
71.4;Stimulus;5.7;14;46;4
71.4;Probe;11.7;4;14;-1
72.6;Background;1.2;47;-1;-1
74;Background;1.4;48;-1;-1
75.5;Background;1.5;49;-1;-1
76.5;Background;1;50;-1;15
76.5;Stimulus;5.1;15;50;-1
78.2;Background;1.7;51;-1;-1
79.3;Background;1.1;52;-1;-1
81.1;Background;1.8;53;-1;-1
82.2;Background;1.1;54;-1;16
82.2;Stimulus;5.7;16;54;5
82.2;Probe;10.8;5;16;-1
84.1;Background;1.9;55;-1;-1
85.2;Background;1.1;56;-1;-1
87;Background;1.8;57;-1;17
87;Stimulus;4.8;17;57;-1
88.4;Background;1.4;58;-1;-1
89.9;Background;1.5;59;-1;-1
91.2;Background;1.3;60;-1;18
91.2;Stimulus;4.2;18;60;-1
93;Background;1.8;61;-1;-1
94.4;Background;1.4;62;-1;-1
95.7;Background;1.3;63;-1;19
95.7;Stimulus;4.5;19;63;6
95.7;Probe;13.5;6;19;-1
97.4;Background;1.7;64;-1;-1
99;Background;1.6;65;-1;-1
100.8;Background;1.8;66;-1;20
100.8;Stimulus;5.1;20;66;-1
102.7;Background;1.9;67;-1;-1
104.4;Background;1.7;68;-1;21
104.4;Stimulus;3.6;21;68;-1
106.3;Background;1.9;69;-1;-1
107.3;Background;1;70;-1;-1
109.2;Background;1.9;71;-1;22
109.2;Stimulus;4.8;22;71;7
109.2;Probe;13.5;7;22;-1
110.7;Background;1.5;72;-1;-1
112;Background;1.3;73;-1;-1
