timestamp, eventType, delayFromPrevious, id, triggeredByEventID, triggersEventID
1.4;Background;1.4;0;-1;-1
3;Background;1.6;1;-1;-1
4.3;Background;1.3;2;-1;-1
6;Background;1.7;3;-1;0
6;Stimulus;6;0;3;-1
7.9;Background;1.9;4;-1;-1
9;Background;1.1;5;-1;1
9;Stimulus;3;1;5;-1
11;Background;2;6;-1;-1
12.3;Background;1.3;7;-1;2
12.3;Stimulus;3.3;2;7;-1
13.6;Background;1.3;8;-1;-1
15;Background;1.4;9;-1;-1
16.2;Background;1.2;10;-1;3
16.2;Stimulus;3.9;3;10;0
16.2;Probe;16.2;0;3;-1
17.7;Background;1.5;11;-1;-1
19;Background;1.3;12;-1;-1
20.7;Background;1.7;13;-1;-1
21.9;Background;1.2;14;-1;4
21.9;Stimulus;5.7;4;14;-1
23.9;Background;2;15;-1;-1
24.9;Background;1;16;-1;-1
26.4;Background;1.5;17;-1;-1
27.9;Background;1.5;18;-1;5
27.9;Stimulus;6;5;18;1
27.9;Probe;11.7;1;5;-1
28.9;Background;1;19;-1;-1
30.4;Background;1.5;20;-1;-1
32.4;Background;2;21;-1;-1
33.6;Background;1.2;22;-1;6
33.6;Stimulus;5.7;6;22;-1
35.4;Background;1.8;23;-1;-1
36.9;Background;1.5;24;-1;7
36.9;Stimulus;3.3;7;24;-1
38.6;Background;1.7;25;-1;-1
40.4;Background;1.8;26;-1;-1
41.4;Background;1;27;-1;8
41.4;Stimulus;4.5;8;27;2
41.4;Probe;13.5;2;8;-1
43.3;Background;1.9;28;-1;-1
45.3;Background;2;29;-1;9
45.3;Stimulus;3.9;9;29;-1
47;Background;1.7;30;-1;-1
48.1;Background;1.1;31;-1;-1
49.9;Background;1.8;32;-1;-1
51;Background;1.1;33;-1;10
51;Stimulus;5.7;10;33;-1
53;Background;2;34;-1;-1
54.2;Background;1.2;35;-1;-1
55.8;Background;1.6;36;-1;11
55.8;Stimulus;4.8;11;36;3
55.8;Probe;14.4;3;11;-1
57.2;Background;1.4;37;-1;-1
58.5;Background;1.3;38;-1;-1
60.1;Background;1.6;39;-1;-1
61.2;Background;1.1;40;-1;12
61.2;Stimulus;5.4;12;40;-1
62.7;Background;1.5;41;-1;-1
64.3;Background;1.6;42;-1;-1
65.6;Background;1.3;43;-1;-1
66.6;Background;1;44;-1;13
66.6;Stimulus;5.4;13;44;4
66.6;Probe;10.8;4;13;-1
68.5;Background;1.9;45;-1;-1
69.6;Background;1.1;46;-1;-1
71.4;Background;1.8;47;-1;14
71.4;Stimulus;4.8;14;47;-1
73.1;Background;1.7;48;-1;-1
74.7;Background;1.6;49;-1;15
74.7;Stimulus;3.3;15;49;-1
75.9;Background;1.2;50;-1;-1
77.7;Background;1.8;51;-1;-1
79.6;Background;1.9;52;-1;-1
80.7;Background;1.1;53;-1;16
80.7;Stimulus;6;16;53;-1
82.5;Background;1.8;54;-1;-1
83.7;Background;1.2;55;-1;17
83.7;Stimulus;3;17;55;5
83.7;Probe;17.1;5;17;-1
84.9;Background;1.2;56;-1;-1
86.3;Background;1.4;57;-1;-1
