timestamp, eventType, delayFromPrevious, id, triggeredByEventID, triggersEventID
1.7;Background;1.7;0;-1;-1
2.8;Background;1.1;1;-1;-1
4.6;Background;1.8;2;-1;-1
5.7;Background;1.1;3;-1;0
5.7;Stimulus;5.7;0;3;-1
7.5;Background;1.8;4;-1;-1
9;Background;1.5;5;-1;1
9;Stimulus;3.3;1;5;0
9;Probe;9;0;1;-1
10.5;Background;1.5;6;-1;-1
11.8;Background;1.3;7;-1;-1
13.5;Background;1.7;8;-1;-1
14.7;Background;1.2;9;-1;2
14.7;Stimulus;5.7;2;9;-1
16.1;Background;1.4;10;-1;-1
17.2;Background;1.1;11;-1;-1
19.1;Background;1.9;12;-1;-1
20.1;Background;1;13;-1;3
20.1;Stimulus;5.4;3;13;-1
22.1;Background;2;14;-1;-1
23.4;Background;1.3;15;-1;4
23.4;Stimulus;3.3;4;15;1
23.4;Probe;14.4;1;4;-1
24.8;Background;1.4;16;-1;-1
26.4;Background;1.6;17;-1;-1
27.7;Background;1.3;18;-1;-1
29.4;Background;1.7;19;-1;5
29.4;Stimulus;6;5;19;-1
31.4;Background;2;20;-1;-1
33.3;Background;1.9;21;-1;6
33.3;Stimulus;3.9;6;21;2
33.3;Probe;9.9;2;6;-1
34.5;Background;1.2;22;-1;-1
36.3;Background;1.8;23;-1;-1
38.2;Background;1.9;24;-1;-1
39.3;Background;1.1;25;-1;7
39.3;Stimulus;6;7;25;-1
41.3;Background;2;26;-1;-1
42.3;Background;1;27;-1;8
42.3;Stimulus;3;8;27;-1
44;Background;1.7;28;-1;-1
45.6;Background;1.6;29;-1;9
45.6;Stimulus;3.3;9;29;-1
46.9;Background;1.3;30;-1;-1
48.3;Background;1.4;31;-1;-1
49.5;Background;1.2;32;-1;10
49.5;Stimulus;3.9;10;32;3
49.5;Probe;16.2;3;10;-1
51.2;Background;1.7;33;-1;-1
52.8;Background;1.6;34;-1;-1
54.6;Background;1.8;35;-1;11
54.6;Stimulus;5.1;11;35;-1
56.1;Background;1.5;36;-1;-1
57.7;Background;1.6;37;-1;-1
59;Background;1.3;38;-1;-1
60;Background;1;39;-1;12
60;Stimulus;5.4;12;39;4
60;Probe;10.5;4;12;-1
62;Background;2;40;-1;-1
63.2;Background;1.2;41;-1;-1
64.8;Background;1.6;42;-1;13
64.8;Stimulus;4.8;13;42;-1
66.2;Background;1.4;43;-1;-1
67.7;Background;1.5;44;-1;-1
69;Background;1.3;45;-1;14
69;Stimulus;4.2;14;45;-1
70.7;Background;1.7;46;-1;-1
72.5;Background;1.8;47;-1;-1
73.5;Background;1;48;-1;15
73.5;Stimulus;4.5;15;48;5
73.5;Probe;13.5;5;15;-1
75.3;Background;1.8;49;-1;-1
77;Background;1.7;50;-1;16
77;Stimulus;3.5;16;50;-1
78.5;Background;1.5;51;-1;-1
80.1;Background;1.6;52;-1;-1
81.2;Background;1.1;53;-1;17
81.2;Stimulus;4.2;17;53;-1
83.1;Background;1.9;54;-1;-1
84.1;Background;1;55;-1;-1
86;Background;1.9;56;-1;18
86;Stimulus;4.8;18;56;-1
87.9;Background;1.9;57;-1;-1
89.6;Background;1.7;58;-1;19
89.6;Stimulus;3.6;19;58;6
89.6;Probe;16.1;6;19;-1
90.8;Background;1.2;59;-1;-1
92.2;Background;1.4;60;-1;-1
93.7;Background;1.5;61;-1;-1
94.7;Background;1;62;-1;20
94.7;Stimulus;5.1;20;62;-1
95.7;Background;1;63;-1;-1
97.2;Background;1.5;64;-1;-1
99.2;Background;2;65;-1;-1
100.4;Background;1.2;66;-1;21
100.4;Stimulus;5.7;21;66;-1
102.2;Background;1.8;67;-1;-1
103.6;Background;1.4;68;-1;-1
104.9;Background;1.3;69;-1;22
104.9;Stimulus;4.5;22;69;7
104.9;Probe;15.3;7;22;-1
106;Background;1.1;70;-1;-1
107.7;Background;1.7;71;-1;-1
109;Background;1.3;72;-1;-1
110;Background;1;73;-1;23
110;Stimulus;5.1;23;73;-1
112;Background;2;74;-1;-1
113.6;Background;1.6;75;-1;24
113.6;Stimulus;3.6;24;75;-1
115.5;Background;1.9;76;-1;-1
116.6;Background;1.1;77;-1;-1
118.4;Background;1.8;78;-1;25
118.4;Stimulus;4.8;25;78;8
118.4;Probe;13.5;8;25;-1
119.8;Background;1.4;79;-1;-1
121.4;Background;1.6;80;-1;-1
122.6;Background;1.2;81;-1;26
