timestamp, eventType, delayFromPrevious, id, triggeredByEventID, triggersEventID
1.1;Background;1.1;0;-1;-1
2.8;Background;1.7;1;-1;-1
4.1;Background;1.3;2;-1;-1
5.1;Background;1;3;-1;0
5.1;Stimulus;5.1;0;3;-1
7.1;Background;2;4;-1;-1
9;Background;1.9;5;-1;1
9;Stimulus;3.9;1;5;-1
10.2;Background;1.2;6;-1;-1
12;Background;1.8;7;-1;-1
13.9;Background;1.9;8;-1;-1
15;Background;1.1;9;-1;2
15;Stimulus;6;2;9;-1
16.8;Background;1.8;10;-1;-1
18;Background;1.2;11;-1;3
18;Stimulus;3;3;11;0
18;Probe;18;0;3;-1
20;Background;2;12;-1;-1
21.6;Background;1.6;13;-1;4
21.6;Stimulus;3.6;4;13;-1
23.1;Background;1.5;14;-1;-1
24.7;Background;1.6;15;-1;-1
26;Background;1.3;16;-1;-1
27;Background;1;17;-1;5
27;Stimulus;5.4;5;17;-1
28.3;Background;1.3;18;-1;-1
29.7;Background;1.4;19;-1;-1
30.9;Background;1.2;20;-1;6
30.9;Stimulus;3.9;6;20;-1
32.9;Background;2;21;-1;-1
34.1;Background;1.2;22;-1;-1
35.5;Background;1.4;23;-1;7
35.5;Stimulus;4.6;7;23;1
35.5;Probe;17.5;1;7;-1
36.7;Background;1.2;24;-1;-1
38.1;Background;1.4;25;-1;-1
39.6;Background;1.5;26;-1;-1
40.6;Background;1;27;-1;8
40.6;Stimulus;5.1;8;27;-1
41.6;Background;1;28;-1;-1
43.1;Background;1.5;29;-1;-1
45.1;Background;2;30;-1;-1
46.3;Background;1.2;31;-1;9
46.3;Stimulus;5.7;9;31;2
46.3;Probe;10.8;2;9;-1
47.7;Background;1.4;32;-1;-1
48.8;Background;1.1;33;-1;-1
50.7;Background;1.9;34;-1;-1
51.7;Background;1;35;-1;10
51.7;Stimulus;5.4;10;35;-1
53.5;Background;1.8;36;-1;-1
55.2;Background;1.7;37;-1;11
55.2;Stimulus;3.5;11;37;-1
56.7;Background;1.5;38;-1;-1
58;Background;1.3;39;-1;-1
59.7;Background;1.7;40;-1;-1
60.9;Background;1.2;41;-1;12
60.9;Stimulus;5.7;12;41;-1
62.6;Background;1.7;42;-1;-1
64.2;Background;1.6;43;-1;13
64.2;Stimulus;3.3;13;43;3
64.2;Probe;17.9;3;13;-1
65.6;Background;1.4;44;-1;-1
67.2;Background;1.6;45;-1;-1
68.5;Background;1.3;46;-1;-1
70.2;Background;1.7;47;-1;14
70.2;Stimulus;6;14;47;-1
72.1;Background;1.9;48;-1;-1
73.2;Background;1.1;49;-1;15
73.2;Stimulus;3;15;49;4
73.2;Probe;9;4;15;-1
74.9;Background;1.7;50;-1;-1
76;Background;1.1;51;-1;-1
77.8;Background;1.8;52;-1;-1
78.9;Background;1.1;53;-1;16
78.9;Stimulus;5.7;16;53;-1
80.9;Background;2;54;-1;-1
82.2;Background;1.3;55;-1;17
82.2;Stimulus;3.3;17;55;-1
84;Background;1.8;56;-1;-1
85.4;Background;1.4;57;-1;-1
86.7;Background;1.3;58;-1;18
86.7;Stimulus;4.5;18;58;5
86.7;Probe;13.5;5;18;-1
88.1;Background;1.4;59;-1;-1
89.6;Background;1.5;60;-1;-1
90.9;Background;1.3;61;-1;19
90.9;Stimulus;4.2;19;61;-1
92.8;Background;1.9;62;-1;-1
93.8;Background;1;63;-1;-1
95.7;Background;1.9;64;-1;20
95.7;Stimulus;4.8;20;64;-1
97.4;Background;1.7;65;-1;-1
99.2;Background;1.8;66;-1;-1
100.2;Background;1;67;-1;21
100.2;Stimulus;4.5;21;67;-1
102.2;Background;2;68;-1;-1
103.4;Background;1.2;69;-1;-1
104.8;Background;1.4;70;-1;22
104.8;Stimulus;4.6;22;70;6
104.8;Probe;18.1;6;22;-1
106.7;Background;1.9;71;-1;-1
108.7;Background;2;72;-1;23
108.7;Stimulus;3.9;23;72;-1
110.4;Background;1.7;73;-1;-1
112;Background;1.6;74;-1;-1
113.8;Background;1.8;75;-1;24
113.8;Stimulus;5.1;24;75;-1
115.8;Background;2;76;-1;-1
117.7;Background;1.9;77;-1;25
117.7;Stimulus;3.9;25;77;-1
119.1;Background;1.4;78;-1;-1
120.7;Background;1.6;79;-1;-1
121.9;Background;1.2;80;-1;26
121.9;Stimulus;4.2;26;80;7
121.9;Probe;17.1;7;26;-1
123;Background;1.1;81;-1;-1
124.7;Background;1.7;82;-1;-1
126;Background;1.3;83;-1;-1
127;Background;1;84;-1;27
127;Stimulus;5.1;27;84;-1
128.4;Background;1.4;85;-1;-1
129.7;Background;1.3;86;-1;-1
131.3;Background;1.6;87;-1;-1
132.4;Background;1.1;88;-1;28
132.4;Stimulus;5.4;28;88;8
132.4;Probe;10.5;8;28;-1
134.4;Background;2;89;-1;-1
135.4;Background;1;90;-1;29
135.4;Stimulus;3;29;90;-1
136.9;Background;1.5;91;-1;-1
138.5;Background;1.6;92;-1;-1
139.8;Background;1.3;93;-1;-1
140.8;Background;1;94;-1;30
140.8;Stimulus;5.4;30;94;-1
142.3;Background;1.5;95;-1;-1
143.9;Background;1.6;96;-1;-1
145;Background;1.1;97;-1;31
145;Stimulus;4.2;31;97;9
145;Probe;12.6;9;31;-1
146.8;Background;1.8;98;-1;-1
148.3;Background;1.5;99;-1;32
148.3;Stimulus;3.3;32;99;-1
149.5;Background;1.2;100;-1;-1
150.9;Background;1.4;101;-1;-1
152.4;Background;1.5;102;-1;-1
153.4;Background;1;103;-1;33
153.4;Stimulus;5.1;33;103;-1
154.8;Background;1.4;104;-1;-1
156.3;Background;1.5;105;-1;-1
157.6;Background;1.3;106;-1;34
157.6;Stimulus;4.2;34;106;10
157.6;Probe;12.6;10;34;-1
159.5;Background;1.9;107;-1;-1
160.6;Background;1.1;108;-1;-1
162.4;Background;1.8;109;-1;35
162.4;Stimulus;4.8;35;109;-1
163.8;Background;1.4;110;-1;-1
