timestamp, eventType, delayFromPrevious, id, triggeredByEventID, triggersEventID
1.5;Background;1.5;0;-1;-1
3.1;Background;1.6;1;-1;-1
4.4;Background;1.3;2;-1;-1
5.4;Background;1;3;-1;0
5.4;Stimulus;5.4;0;3;-1
6.8;Background;1.4;4;-1;-1
8.1;Background;1.3;5;-1;-1
9.7;Background;1.6;6;-1;-1
10.8;Background;1.1;7;-1;1
10.8;Stimulus;5.4;1;7;0
10.8;Probe;10.8;0;1;-1
12;Background;1.2;8;-1;-1
13.4;Background;1.4;9;-1;-1
14.9;Background;1.5;10;-1;-1
15.9;Background;1;11;-1;2
15.9;Stimulus;5.1;2;11;-1
17.7;Background;1.8;12;-1;-1
19.4;Background;1.7;13;-1;3
19.4;Stimulus;3.5;3;13;-1
21.4;Background;2;14;-1;-1
22.6;Background;1.2;15;-1;-1
24.2;Background;1.6;16;-1;4
24.2;Stimulus;4.8;4;16;1
24.2;Probe;13.4;1;4;-1
25.6;Background;1.4;17;-1;-1
27.1;Background;1.5;18;-1;-1
28.4;Background;1.3;19;-1;5
28.4;Stimulus;4.2;5;19;-1
30.3;Background;1.9;20;-1;-1
31.4;Background;1.1;21;-1;-1
33.2;Background;1.8;22;-1;6
33.2;Stimulus;4.8;6;22;-1
35.2;Background;2;23;-1;-1
36.4;Background;1.2;24;-1;-1
37.8;Background;1.4;25;-1;7
37.8;Stimulus;4.6;7;25;-1
39.5;Background;1.7;26;-1;-1
41.3;Background;1.8;27;-1;-1
42.3;Background;1;28;-1;8
42.3;Stimulus;4.5;8;28;2
42.3;Probe;18.1;2;8;-1
43.4;Background;1.1;29;-1;-1
45.1;Background;1.7;30;-1;-1
46.4;Background;1.3;31;-1;-1
47.4;Background;1;32;-1;9
47.4;Stimulus;5.1;9;32;-1
48.8;Background;1.4;33;-1;-1
49.9;Background;1.1;34;-1;-1
51.8;Background;1.9;35;-1;-1
52.8;Background;1;36;-1;10
52.8;Stimulus;5.4;10;36;3
52.8;Probe;10.5;3;10;-1
54.7;Background;1.9;37;-1;-1
56.4;Background;1.7;38;-1;11
56.4;Stimulus;3.6;11;38;-1
57.9;Background;1.5;39;-1;-1
59.5;Background;1.6;40;-1;-1
60.8;Background;1.3;41;-1;-1
61.8;Background;1;42;-1;12
61.8;Stimulus;5.4;12;42;-1
63.1;Background;1.3;43;-1;-1
64.5;Background;1.4;44;-1;-1
65.7;Background;1.2;45;-1;13
65.7;Stimulus;3.9;13;45;-1
67.5;Background;1.8;46;-1;-1
68.9;Background;1.4;47;-1;-1
70.2;Background;1.3;48;-1;14
70.2;Stimulus;4.5;14;48;4
70.2;Probe;17.4;4;14;-1
71.2;Background;1;49;-1;-1
72.7;Background;1.5;50;-1;-1
74.7;Background;2;51;-1;-1
75.9;Background;1.2;52;-1;15
75.9;Stimulus;5.7;15;52;-1
77.9;Background;2;53;-1;-1
79.2;Background;1.3;54;-1;16
79.2;Stimulus;3.3;16;54;5
79.2;Probe;9;5;16;-1
80.7;Background;1.5;55;-1;-1
82.3;Background;1.6;56;-1;-1
83.4;Background;1.1;57;-1;17
83.4;Stimulus;4.2;17;57;-1
85.3;Background;1.9;58;-1;-1
86.4;Background;1.1;59;-1;18
86.4;Stimulus;3;18;59;-1
88.2;Background;1.8;60;-1;-1
89.4;Background;1.2;61;-1;19
89.4;Stimulus;3;19;61;-1
91.1;Background;1.7;62;-1;-1
92.7;Background;1.6;63;-1;-1
94.5;Background;1.8;64;-1;20
94.5;Stimulus;5.1;20;64;6
94.5;Probe;15.3;6;20;-1
96.5;Background;2;65;-1;-1
98.4;Background;1.9;66;-1;21
98.4;Stimulus;3.9;21;66;-1
99.6;Background;1.2;67;-1;-1
101;Background;1.4;68;-1;-1
102.5;Background;1.5;69;-1;-1
103.5;Background;1;70;-1;22
103.5;Stimulus;5.1;22;70;-1
105.4;Background;1.9;71;-1;-1
107.4;Background;2;72;-1;23
107.4;Stimulus;3.9;23;72;-1
